968, shipProjectileDmgMC2
3703, shipMissileLauncherSpeedBonusMC2
5129, minmatarShipEwTargetPainterMC1
3172, droneArmorDamageBonusEffect
3173, droneShieldBonusBonusEffect
5122, shipBonusShieldTransferCapneedMC1
5127, shipBonusShieldTransferBoostAmountMC2
6374, droneHullRepairBonusEffect
1442, caldariShipEwOptimalRangeCC2
2756, shipBonusECMStrengthBonusCC
4370, caldariShipEwFalloffRangeCC2
3587, shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusGC2
3590, shipBonusEwRemoteSensorDampenerScanResolutionBonusGC2
5128, shipBonusEwRemoteSensorDampenerOptimalBonusGC1
5187, shipBonusEwRemoteSensorDampenerFalloffBonusGC1
1969, shipBonusRemoteArmorRepairCapNeedGC1
5125, shipBonusRemoteArmorRepairAmountGC2
891, shipCruiseMissileVelocityBonusCB3
892, shipTorpedosVelocityBonusCB3
1885, shipCruiseLauncherROFBonus2CB
1886, shipSiegeLauncherROFBonus2CB
5618, shipBonusRHMLROF2CB
549, shipPTDmgBonusMB
604, shipPTspeedBonusMB2
1434, caldariShipEwStrengthCB
1441, caldariShipEwOptimalRangeCB3
2812, caldariShipECMBurstOptimalRangeCB3
4372, caldariShipEwFalloffRangeCB3
2503, shipHTTrackingBonusGB2
5424, shipLargeHybridTurretRofGB
3677, shipBonusLargeEnergyTurretMaxRangeAB2
5431, shipBonusLargeEnergyTurretTrackingAB
5417, shipBonusDroneDamageMultiplierAB
5418, shipBonusDroneArmorHitPointsAB
5419, shipBonusDroneShieldHitPointsAB
5420, shipBonusDroneStructureHitPointsAB
6253, shipBonusEnergyNeutOptimalAB
6256, shipBonusEnergyNeutFalloffAB2
6257, shipBonusEnergyNosOptimalAB
6260, shipBonusEnergyNosFalloffAB2
5429, shipBonusMissileAoeVelocityMB2
5430, shipBonusAoeVelocityCruiseMissilesMB2
5620, shipBonusRHMLROFMB
5621, shipBonusCruiseROFMB
5622, shipBonusTorpedoROFMB
2186, shipBonusDroneHitpointsGB2
2187, shipBonusDroneDamageMultiplierGB2
5427, shipBonusDroneTrackingGB
5428, shipBonusDroneOptimalRangeGB
727, shipBonusCargoCI
5468, shipBonusAgilityCI2
6789, industrialBonusDroneDamage
730, shipBonusVelocityCI
726, shipBonusCargo2GI
5470, shipBonusAgilityGI2
527, shipVelocityBonusMI
5477, shipBonusAmmoBayMI2
728, shipBonusCargoMI
5469, shipBonusAgilityMI2
729, shipBonusVelocityGI
5479, shipBonusMineralBayGI2
5478, shipBonusPICommoditiesHoldGI2
5476, shipBonusOreCapacityGI2
1615, shipAdvancedSpaceshipCommandAgilityBonus
1617, shipCapitalAgilityBonus
6104, entosisDurationMultiply
6636, shipBonusTitanG1DamageBonus
6640, shipBonusRole1NumWarfareLinks
6641, shipBonusRole2ArmorPlates&ShieldExtendersBonus
6649, shipBonusTitanG3WarpStrength
6654, shipBonusTitanG2ROFBonus
6783, commandBurstAoERoleBonus
55, targetHostiles
118, electronicAttributeModifyOnline
59, cargoCapacityMultiply
2865, velocityBonusOnline
63, armorHPMultiply
2041, modifyArmorResonancePostPercent
17, mining
60, structureHPMultiply
657, agilityMultiplierEffect
3046, modifyMaxVelocityOfShipPassive
3047, structureHPMultiplyPassive
2644, increaseSignatureRadiusOnline
5461, shieldOperationRechargeratebonusPostPercentOnline
38, empWave
100, hybridWeaponAccuracyMultiply
88, miningDurationMultiply
73, repairCostMultiply
87, cpuUsageMultiply
111, characterBlueprintManufactureTimeBonus
110, characterBlueprintResearchTimeBonus
97, turretWeaponAccuracyMultiply
70, agilityMultiply
106, miningAmountMultiply
107, characterMissileDamageMultiply
109, turretWeaponCapacitorNeedMultiply
115, characterPerceptionSkillTrainingTimeBonus
114, characterMemorySkillTrainingTimeBonus
112, characterCharismaSkillTrainingTimeBonus
116, characterWillpowerSkillTrainingTimeBonus
113, characterIntelligenceSkillTrainingTimeBonus
2052, modifyShieldResonancePostPercent
91, energyWeaponDamageMultiply
95, energyWeaponSpeedMultiply
529, shipCargoBonusAI
732, shipVelocityBonusAI
2232, scanStrengthBonusPercentOnline
2231, scanStrengthBonusPercentActivate
3189, overloadSelfECCMStrenghtBonus
6470, remoteECMFalloff
3657, shipScanResolutionBonusOnline
3659, shipMaxTargetRangeBonusOnline
3660, shipMaxLockedTargetsBonusAddOnline
3655, gunneryMaxRangeBonusOnline
3656, gunneryTrackingSpeedBonusOnline
4527, gunneryFalloffBonusOnline
2670, sensorBoosterActivePercentage
5757, overloadSelfSensorModuleBonus
2246, scanStrengthTargetPercentBonus
6427, remoteSensorBoostFalloff
6422, remoteSensorDampFalloff
4559, gunneryMaxRangeFalloffTrackingSpeedBonus
5754, overloadSelfTrackingModuleBonus
516, shipTCapNeedBonusAC
907, shipLaserRofAC2
569, missileLaunchingForEntity
302, empathyCharismaBonusModAddCharismaLocationChar
304, instantRecallMemoryBonusModAddMemoryLocationChar
306, analyticalMindIntelligenceBonusModAddIntelligenceLocationChar
308, ironWillWillpowerBonusModAddWillpowerLocationChar
310, spatialAwarenessPerceptionBonusModAddPerceptionLocationChar
490, engineeringPowerEngineeringOutputBonusPostPercentPowerOutputLocationShipGroupPowerCore
2432, energyManagementCapacitorBonusPostPercentCapacityLocationShipGroupCapacitorCapacityBonus
4867, setBonusChristmasPowergrid
4868, setBonusChristmasCapacitorCapacity
4869, setBonusChristmasCPUOutput
4871, setBonusChristmasCapacitorRecharge2
5480, setBonusChristmasBonusVelocity
5482, setBonusChristmasAgilityBonus
5483, setBonusChristmasShieldCapacityBonus
5484, setBonusChristmasArmorHPBonus2
6428, shipModuleRemoteTrackingComputer
6424, shipModuleTrackingDisruptor
5827, shipBonusTDOptimalBonusAF1
6354, shipBonusEwWeaponDisruptionStrengthAF2
3855, NPCRemoteShieldBoost
3031, overloadSelfExplosiveHardeningBonus
3032, overloadSelfKineticHardeningBonus
3029, overloadSelfEmHardeningBonus
3030, overloadSelfThermalHardeningBonus
132, skillEffect
5191, spaceAnchorEffect
397, electronicsCpuOutputBonusPostPercentCpuOutputLocationShipGroupComputer
485, energysystemsoperationCapRechargeBonusPostPercentRechargeRateLocationShipGroupCapacitor
4619, shipBonusDroneDamageGF2
4620, shipBonusWarpScramblerMaxRangeGF2
4621, shipBonusHeatDamageATF1
4622, shipBonusSmallHybridMaxRangeATF2
4623, shipBonusSmallHybridTrackingSpeedATF2
4473, shipVelocityBonusATC1
4624, shipBonusHybridTrackingATC2
4625, shipBonusHybridFalloffATC2
4626, shipBonusWarpScramblerMaxRangeGC2
584, surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringGunnery
1763, missileSkillRapidLauncherRoF
6440, fighterAbilityAfterburner
6465, fighterAbilityAttackM
6554, fighterAbilityKamikaze
4667, shipBonusNoctisSalvageCycle
4668, shipBonusNoctisTractorCycle
4669, shipBonusNoctisTractorVelocity
4670, shipBonusNoctisTractorRange
4728, OffensiveDefensiveReduction
3996, systemArmorEmResistance
3997, systemArmorExplosiveResistance
3998, systemArmorKineticResistance
3999, systemArmorThermalResistance
273, shieldUpgradesPowerNeedBonusPostPercentPowerLocationShipModulesRequiringShieldUpgrades
446, shieldManagementShieldCapacityBonusPostPercentCapacityLocationShipGroupShield
279, shieldEmmisionSystemsCapNeedBonusPostPercentCapacitorNeedLocationShipModulesRequiringShieldEmmisionSystems
486, shieldOperationRechargeratebonusPostPercentRechargeRateLocationShipGroupShield
395, evasiveManeuveringAgilityBonusPostPercentAgilityShip
2422, implantVelocityBonus
3379, implantHardwiringABcapacitorNeed
230, afterburnerDurationBonusPostPercentDurationLocationShipModulesRequiringAfterburner
235, warpdriveoperationWarpCapacitorNeedBonusPostPercentWarpCapacitorNeedLocationShip
244, highSpeedManuveringCapacitorNeedMultiplierPostPercentCapacitorNeedLocationShipModulesRequiringHighSpeedManuvering
856, warpSkillSpeed
242, accerationControlSpeedFBonusPostPercentSpeedFactorLocationShipGroupAfterburner
1472, missileSkillAoeCloudSizeBonus
784, missileBombardmentMaxFlightTimeBonusPostPercentExplosionDelayOwnerCharModulesRequiringMissileLauncherOperation
1764, missileSkillMissileProjectileVelocityBonus
1590, missileSkillAoeVelocityBonus
677, weaponUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringMissileLauncherOperation
1588, capitalLauncherSkillCitadelKineticDamage
1592, capitalLauncherSkillCitadelEmDamage
1593, capitalLauncherSkillCitadelExplosiveDamage
1594, capitalLauncherSkillCitadelThermalDamage
2872, missileVelocityBonusDefender
2903, missileEMDmgBonusHAM
2904, missileExplosiveDmgBonusHAM
2905, missileKineticDmgBonusHAM
2906, missileThermalDmgBonusHAM
3212, missileSkillFoFAoeCloudSizeBonus
2899, missileEMDmgBonusHeavy
2900, missileExplosiveDmgBonusHeavy
2901, missileKineticDmgBonusHeavy
2902, missileThermalDmgBonusHeavy
2891, missileEMDmgBonusStandard
2892, missileExplosiveDmgBonusStandard
2893, missileKineticDmgBonusStandard
2894, missileThermalDmgBonusStandard
2887, missileEMDmgBonusRocket
2888, missileExplosiveDmgBonusRocket
2889, missileKineticDmgBonusRocket
2890, missileThermalDmgBonusRocket
2907, missileEMDmgBonusTorpedo
2908, missileExplosiveDmgBonusTorpedo
2909, missileKineticDmgBonusTorpedo
2910, missileThermalDmgBonusTorpedo
2881, missileEMDmgBonusCruise3
2882, missileExplosiveDmgBonusCruise3
2883, missileKineticDmgBonusCruise3
2884, missileThermalDmgBonusCruise3
4665, oreIndustrialSkillLevelPostMulShipBonusOreIndustrial1Ship
4666, oreIndustrialSkillLevelPostMulShipBonusOreIndustrial2Ship
161, mediumProjectileTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringMediumProjectileTurret
2847, trackingSpeedBonusPassiveRequiringGunneryTrackingSpeedBonus
408, largeProjectileTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringLargeProjectileTurret
174, smallProjectileTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringSmallProjectileTurret
172, smallEnergyTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringSmallEnergyTurret
287, controlledBurstsCapNeedBonusPostPercentCapacitorNeedLocationShipModulesRequiringGunnery
414, gunneryTurretSpeeBonusPostPercentSpeedLocationShipModulesRequiringGunnery
162, largeEnergyTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringLargeEnergyTurret
159, mediumEnergyTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringMediumEnergyTurret
290, sharpshooterRangeSkillBonusPostPercentMaxRangeLocationShipModulesRequiringGunnery
298, surgicalStrikeFalloffBonusPostPercentFalloffLocationShipModulesRequiringGunnery
157, largeHybridTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringLargeHybridTurret
173, smallHybridTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringSmallHybridTurret
581, weaponUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringGunnery
160, mediumHybridTurretDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringMediumHybridTurret
39, warpDisrupt
5607, capacitorEmissionSystemskill
590, energyPulseWeaponsDurationBonusPostPercentDurationLocationShipModulesRequiringEnergyPulseWeapons
396, energyGridUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringEnergyGridUpgrades
212, sensorUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringSensorUpgrades
699, signatureAnalysisScanResolutionBonusPostPercentScanResolutionShip
1372, ewSkillEwCapNeedSkillLevel
2492, ewSkillEcmBurstCapNeedBonus
507, longRangeTargetingMaxTargetRangeBonusPostPercentMaxTargetRangeLocationShipGroupElectronic
1410, propulsionSkillCapNeedBonusSkillLevel
1360, ewSkillRsdCapNeedBonusSkillLevel
1361, ewSkillTdCapNeedBonusSkillLevel
1370, ewSkillTpCapNeedBonusSkillLevel
272, repairSystemsDurationBonusPostPercentDurationLocationShipModulesRequiringRepairSystems
413, gunnerySkillBoostTurretSpeeBonus
152, skillBoostDamageMultiplierBonus
163, rapidFiringSkillBoostRofBonus
582, rapidFiringRofBonusPostPercentSpeedLocationShipModulesRequiringGunnery
167, sharpshooterSkillBoostRangeSkillBonus
2846, skillBoostTrackingSpeedBonus
587, surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupEnergyWeapon
588, surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupProjectileWeapon
589, surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupHybridWeapon
7097, surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupPrecursorTurret
225, accerationControlSkillBoostCapNeedBonus
297, skillBoostFalloffBonus
211, sensorUpgradesSkillBoostCpuNeedBonus
672, weaponUpgradesSkillBoostCpu
675, weaponUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringEnergyPulseWeapons
3519, weaponUpgradesCpuNeedBonusPostPercentCpuLocationShipModulesRequiringBombLauncher
660, missileEMDmgBonus
661, missileExplosiveDmgBonus
662, missileThermalDmgBonus
668, missileKineticDmgBonus2
6843, skillMultiplierMissileVelocityBonus
6844, skillMultiplierDefenderMissileVelocity
232, evasiveManuveringSkillBoostAgilityBonus
468, gallenteFrigateSkillLevelPreMulShipBonusGFShip
751, gallenteFrigateSkillLevelPreMulShipBonusGF2Ship
4600, gallenteFrigateSkillLevelPreMulShipBonus3GFShip
453, minmatarFrigateSkillLevelPreMulShipBonusMFShip
762, minmatarFrigateSkillLevelPreMulShipBonusMF2Ship
4601, minmatarFrigateSkillLevelPreMulShipBonus3MFShip
460, caldariFrigateSkillLevelPreMulShipBonusCFShip
761, caldariFrigateSkillLevelPreMulShipBonusCF2Ship
4599, caldariFrigateSkillLevelPreMulShipBonus3CFShip
476, amarrFrigateSkillLevelPreMulShipBonusAFShip
510, amarrFrigateSkillLevelPreMulShipBonus2AFShip
4598, amarrFrigateSkillLevelPreMulShipBonus3AFShip
517, gallenteCruiserSkillLevelPreMulShipBonusGCShip
928, gallenteCruiserSkillLevelPreMulShipBonusGC2Ship
6044, gallenteCruiserSkillLevelPreMulShipBonusGC3Ship
524, minmatarCruiserSkillLevelPreMulShipBonusMCShip
929, minmatarCruiserSkillLevelPreMulShipBonusMC2Ship
520, caldariCruiserSkillLevelPreMulShipBonusCCShip
927, caldariCruiserSkillLevelPreMulShipBonusCC2Ship
4357, caldariCruiserSkillLevelPreMulShipBonusCC3Ship
500, amarrCruiserSkillLevelPreMulShipBonusACShip
926, amarrCruiserSkillLevelPreMulShipBonusAC2Ship
6293, amarrCruiserSkillLevelPreMulShipBonusAC3Ship
611, gallenteBattleshipSkillLevelPreMulShipBonusGBShip
682, gallenteBattleshipSkillLevelPreMulShipBonusGB2Ship
548, minmatarBattleshipSkillLevelPreMulShipBonusMBShip
605, minmatarBattleshipSkillLevelPreMulShipBonusMB2Ship
541, caldariBattleshipSkillLevelPreMulShipBonusCBShip
556, caldariBattleshipSkillLevelPreMulShipBonus2CBShip
797, caldariBattleshipSkillLevelPreMulShipBonusCB3Ship
538, amarrBattleshipSkillLevelPostMulShipBonusABShip
734, amarrBattleshipSkillLevelPreMulShipBonusAB2Ship
532, gallenteIndustrialSkillLevelPreMulShipBonusGIShip
1292, gallenteIndustrialSkillLevelPreMulShipBonusGI2Ship
526, minmatarIndustrialSkillLevelPreMulShipBonusMIShip
1293, minmatarIndustrialSkillLevelPreMulShipBonusMI2Ship
530, caldariIndustrialSkillLevelPreMulShipBonusCIShip
1291, caldariIndustrialSkillLevelPreMulShipBonusCI2Ship
583, amarrIndustrialSkillLevelPreMulShipBonusAI2Ship
1290, amarrIndustrialSkillLevelPreMulShipBonusAI22Ship
6632, skillMultiplierShipBonusTitanGallente
6633, skillMultiplierShipBonusTitanMinmatar
6631, skillMultiplierShipBonusTitanCaldari
6630, skillMultiplierShipBonusTitanAmarr
6768, areaOfEffectSkillBonus
6769, commandBurstAoEBonus
208, propulsionJammingSkillBoostDurationBonus
6773, skirmishCommandDurationBonus
6771, shieldCommandDurationBonus
6775, commandBurstStrengthSkillBonus
6777, shieldCommandStrengthBonus
6778, informationCommandStrengthBonus
6781, reloadTimeSkillBonus
6782, commandBurstReloadTimeBonus
406, socialSkillBoostSocialMutator
403, negotiationSkillBoostNegotiationBonus
404, negotiationNegotiationBonusPostPercentNegotiationPercentageChar
348, diplomacySkillBoostDiplomacyMutator
349, diplomacyDiplomacyMutatorModAddDiplomacyBonusChar
350, fasttalkSkillBoostFastTalkMutator
352, fasttalkFastTalkMutatorPostPercentFastTalkPercentageChar
344, connectionsSkillBoostConnectionBonusMutator
399, connectionsConnectionBonusMutatorModAddConnectionsBonusChar
346, criminalConnectionsSkillBoostCriminalConnectionsMutator
402, criminalConnectionsCriminalConnectionsMutatorModAddCriminalConnectionsBonusChar
857, bountyHuntingSkillBoostBountySkillBonus
858, bountyhunterskill
82, corporationMemberLimitBonus
239, corporationManagementSkillBoostCorporationMemberBonus
568, massProductionSkillLevelModAddManufactureSlotLimitChar
4984, skillWarAllyCostModifier
4985, relationsAllyCostSkillBoost
5052, baseDefenderAllyCostCharAssignment
334, cSOTrainingSkillBoostResearchGangSizeBonus
335, cSOTrainingResearchGangSizeBonusModAddMaxResearchGangSizeShip
2918, posStructureControlAmountBonus
412, industrySkillBoostManufacturingTimeBonus
425, industryManufacturingTimeBonusPostPercentManufactureTimeMultiplierChar
317, amarrTechSkillBoostAmarrTechMutator
318, amarrTechAmarrTechMutatorPostPercentAmarrTechTimePercentLocationChar
319, caldariTechSkillBoostCaldariTechMutator
320, caldariTechCaldariTechMutatorPostPercentCaldariTechTimePercentLocationChar
321, gallenteTechSkillBoostGallenteTechMutator
322, gallenteTechGallenteTechMutatorPostPercentGallenteTechTimePercentLocationChar
331, refineryEfficiencySkillBoostRefiningYieldMutator
435, refineryEfficiencyRefiningYieldMutatorPostPercentRefiningYieldPercentageChar
389, astrogeologySkillBoostMiningAmountBonus
391, astrogeologyMiningAmountBonusPostPercentMiningAmountLocationShipModulesRequiringMining
5903, advancedIndustryManufacturingTimeBonusPostPercent
5906, advancedIndustryCopyTimeBonusPostPercent
5907, advancedIndustryInventionTimeBonusPostPercent
5908, advancedIndustrySkillBoostAdvancedIndustrySkillIndustryJobTimeBonus
5909, advancedIndustryManufactureTimeResearchTimeBonusPostPercent
5910, advancedIndustryMaterialResearchTimeBonusPostPercent
251, hullUpgradesSkillBoostHullHpBonus
392, mechanicHullHpBonusPostPercentHpShip
216, electronicWarfareSkillBoostDurationBonus
270, hullUpgradesSkillBoostArmorHpBonus
271, hullUpgradesArmorHpBonusPostPercentHpLocationShip
340, frigateConstructionSkillBoostFrigateConstructionTimeBonus
341, frigateConstructionFrigateConstructionTimeBonusPostPercentFrigateConstructionTimeChar
342, industrialConstructionSkillBoostIndustrialConstructionTimeBonus
343, industrialConstructionIndustrialConstructionTimeBonusPostPercentIndustrialConstructionTimeChar
338, cruiserConstructionSkillBoostCruiserConstructionTimeBonus
339, cruiserConstructionCruiserConstructionTimeBonusPostPercentCruiserConstructionTimeChar
336, battleshipConstructionSkillBoostBattleshipConstructionTimeBonus
337, battleshipConstructionBattleshipConstructionTimeBonusPostPercentBattleshipConstructionTimeChar
430, scienceSkillBoostCopySpeedBonus
431, scienceCopySpeedBonusPostPercentCopySpeedPercentChar
432, researchSkillBoostBlueprintmanufactureTimeBonus
433, researchBlueprintmanufactureTimeBonusPostPercentProductionTimeResearchSpeedChar
2866, biologyTimeBonusFixed
566, laboratoryOperationSkillLevelModAddMaxLaborotorySlotsChar
498, inventionSkillBoostInventionBonus
571, reverseEngineeringInventionBonusModAddReverseEngineeringChanceLocationChar
481, metallurgySkillBoostMineralNeedResearchBonus
558, metallurgyMineralNeedResearchBonusPostPercentMineralNeedResearchSpeedChar
1409, systemScanDurationSkillAstrometrics
2656, scanStrengthBonusSkillLevelIncrease
2820, maxScanDeviationSelfSkillModifier
4161, baseMaxScanDeviationModifierRequiringAstrometrics
4162, baseSensorStrengthModifierRequiringAstrometrics
218, engineeringSkillBoostPowerOutputBonus
1030, remoteArmorSystemsCapNeedBonusPostPercentCapacitorNeedLocationShipModulesRequiringRemoteArmorSystems
283, shieldoperationSkillBoostRechargeratebonus
220, energyManagementSkillBoostCapRechargeBonus
2431, energyManagementSkillBoostCapacitorCapacityBonus
280, shieldManagementSkillBoostShieldCapacityBonus
277, tacticalshieldManipulationSkillBoostUniformityBonus
3254, tacticalShieldManipulationBonus2
246, sensorUpgradesSkillBoostPowerNeedBonus
368, gallenteFrigateSkillBoostCpuOutputBonus
206, longRangeTargetingSkillBoostMaxTargetRangeBonus
213, targetingSkillBoostMaxTargetBonus
214, targetingMaxTargetBonusModAddMaxLockedTargetsLocationChar
698, signatureAnalysisSkillLevelPreMulScanResolutionBonusSelf
315, dronesSkillBoostMaxActiveDroneBonus
316, dronesMaxActiveDroneBonusModAddMaxActiveLocationChar
448, scoutDroneOperationSkillBoostDroneRangeBonus
504, scoutDroneOperationDroneRangeBonusModAddDroneControlDistanceChar
623, miningDroneOperationMiningAmountBonusPostPercentMiningDroneAmountPercentChar
2018, damageRepairedSkillBonus
2019, repairDroneShieldBonusBonus
2020, repairDroneArmorDamageAmountBonus
5769, repairDroneHullBonusBonus
5168, droneSalvageBonus
5170, droneSalvageSkillBonus
146, damageMultiplierSkillBonus
1730, droneDmgBonus
6663, skillBonusDroneInterfacing
